:START_ID,:END_ID,:TYPE,weight:float,confidence,label,context_required,source,source_pmids,source_years,n_sources:int
nasal-high-flow-oxygen-therapy-nhf,improved-oxygenation-pao2fio2set,BENEFICIAL,0.75,MEDIUM,"Higher PaO2/FiO2SET ratio at 24h (287 vs 247, p=0.03)",postextubation,curated,25003980,2014,1
nava-ventilation-mode,prevention-of-over-assistance,MECHANISM,0.75,MEDIUM,Proposed: NAVA averted risk of over-assistance compared to PSV,acute-respiratory-failure,curated,18629471,2008,1
noninvasive-positive-pressure-ventilation-nppv,reduced-hospital-length-of-stay,BENEFICIAL,0.75,MEDIUM,"11.7 vs 14.6 days, p<0.05",hypercapnic-acute-respiratory-failure,curated,9872200,1998,1
noninvasive-positive-pressure-ventilation-nppv,reduced-respiratory-rate,BENEFICIAL,0.75,MEDIUM,Decreased from 29 to 17 breaths/min,acute-respiratory-failure-in-asthma,curated,8797425,1996,1
noninvasive-positive-pressure-ventilation-nppv,reduced-icu-length-of-stay,BENEFICIAL,0.75,MEDIUM,ARD -2 days (-3 to -1 days),acute-hypoxemic-respiratory-failure,curated,15599160,2004,1
noninvasive-pressure-support-ventilation,accelerated-improvement-pao2fio2-paco2-dyspnea-rr,BENEFICIAL,0.75,MEDIUM,Noninvasive pressure support ventilation improved physiological variables significantly faster,acute-respiratory-failure|cardiogenic-pulmonary-edema,curated,12958051,2003,1
noninvasive-ventilation-niv-postextubation,reduced-daily-ventilatory-support-duration,BENEFICIAL,0.75,MEDIUM,NIV reduced mean daily ventilatory support duration,acute-on-chronic-respiratory-failure,curated,10390384,1999,1
noninvasive-ventilation-niv-postextubation,increased-total-weaning-duration,HARMFUL,0.75,MEDIUM,"NIV increased total duration of ventilatory support related to weaning (3.46 vs 11.54 days, p<0.0001)",acute-on-chronic-respiratory-failure,curated,10390384,1999,1
partial-liquid-ventilation-plv,alveolar-recruitment-liquid-ventilation,MECHANISM,0.75,MEDIUM,Proposed: PLV with perflubron recruits and maintains alveolar patency,ARDS,curated,11897644,2002,1
peep-titration-to-lower-inflection-point,overdistension-prevention,MECHANISM,0.75,MEDIUM,PEEP set to lower inflection point aims to prevent overdistension,one-lung-ventilation,curated,7599810,1995,1
pleural-effusion-detection,acute-respiratory-failure-diagnosis,MECHANISM,0.75,MEDIUM,Pleural effusion indicates pulmonary embolism,acute-respiratory-failure,curated,18403664,2008,1
proinflammatory-cytokine-upregulation,net-inflammatory-activity,MECHANISM,0.75,MEDIUM,Proposed: Bioactive IL-1beta and TNF-alpha drive net proinflammatory state,status-asthmaticus,curated,9927362,1999,1
prophylactic-ncpap-10cmh2o-6h-postcardiac-surgery,reduced-pulmonary-complications-hypoxemia-pneumonia-reintubation,BENEFICIAL,0.75,MEDIUM,"12/232 (12%) vs 25/236 (25%), p=0.03",cardiac-surgery,curated,19017864,2009,1
protocolized-rehabilitation-early-mobilization,improved-ventilator-liberation,BENEFICIAL,0.75,MEDIUM,Conditional recommendation for protocolized rehabilitation,mechanical-ventilation-liberation,curated,27762595,2017,1
rosuvastatin-ards,no-benefit-mortality-60d,NULL,0.75,HIGH,"RR 1.14 (0.92-1.42), p=0.21",sepsis-associated-ARDS,curated,24835849,2014,1
septic-shock-hypovolemia,svc-collapse-ventricular-underfilling,MECHANISM,0.75,MEDIUM,"Proposed: Septic shock causes hypovolemia, leading to SVC collapse during respiratory variation",septic-shock|mechanical-ventilation,curated,15375649,2004,1
trauma-associated-acute-lung-injury,reduced-mortality-90d,BENEFICIAL,0.75,MEDIUM,"OR 0.44 (0.24-0.82), p=0.01",acute-lung-injury,curated,17944012,2007,1
ventilator-liberation-protocol,improved-ventilator-liberation,BENEFICIAL,0.75,MEDIUM,Conditional recommendation for ventilator liberation protocol,mechanical-ventilation-liberation,curated,27762595,2017,1
adjunctive-corticosteroid-therapy,reduced-need-for-mechanical-ventilation,BENEFICIAL,0.74,MEDIUM,"RR 0.45 (0.26-0.79), ARD -5.0%",community-acquired-pneumonia,curated,26258555,2015,1
infection-on-icu-admission,increased-risk-arf-development,MECHANISM,0.74,HIGH,OR 2.30 (95% CI 1.68-3.16),critical-illness,curated,12006450,2002,1
persistent-muscle-weakness,worse-5y-survival,HARMFUL,0.74,MEDIUM,HR 3.01 (1.12-8.04) vs no weakness,ARDS-survivor,curated,28067712,2017,1
resp-score-prediction-ecmo-survival,improved-ecmo-survival-prediction,BENEFICIAL,0.74,HIGH,AUC 0.74 (95% CI 0.72-0.76),severe-acute-respiratory-failure|ECMO-treatment,curated,24693864,2014,1
120-minute-spontaneous-breathing-trial,successful-extubation-48h,NULL,0.73,HIGH,"75.9% vs 73.0%, p=0.43",mechanical-ventilation-weaning,curated,9927366,1999,1
corticosteroids-prevention-ards,increased-mortality-in-ards,TREND,0.73,MEDIUM,"OR 1.52 (0.30-5.94), P(OR>=1)=72.8%",critical-illness,curated,18434379,2008,1
extravascular-lung-water-measurement,increased-evlw-ards-sepsis,ASSOCIATION,0.73,MEDIUM,11/15 (73%) ARDS sepsis had high EVLW,ards|severe-sepsis,curated,15774053,2005,1
intensive-pt-program,no-difference-physical-function-1-3-6mo,NULL,0.73,HIGH,"No difference in CS-PFP-10 scores at 1, 3, 6 months",acute-respiratory-failure,curated,26651376,2016,1
neuromuscular-blockade,reduced-inflammatory-cytokine-production,MECHANISM,0.73,MEDIUM,Proposed: NMBAs decrease proinflammatory cytokine levels in ARDS,acute-respiratory-distress-syndrome,curated,16932229,2006,1
48-hr-neuromuscular-blocking-agents-nmba,peep-reduction-ards,BENEFICIAL,0.72,MEDIUM,Decrease in PEEP (p=0.036) only in NMBA group,acute-respiratory-distress-syndrome,curated,14707568,2004,1
circulatory-shock-on-icu-admission,increased-risk-arf-mortality,MECHANISM,0.72,HIGH,Independent risk factor,critical-illness,curated,12006450,2002,1
cooling-febrile-critically-ill,reduced-cardiac-output,BENEFICIAL,0.72,MEDIUM,"Cardiac output decreased from 8.4 ± 3.2 to 6.5 ± 1.8 L/min, p<0.01",febrile-critically-ill,curated,7812538,1995,1
early-feeding-initiation,improved-clinical-outcomes,MECHANISM,0.72,MEDIUM,Proposed: Earlier feeding initiation improves outcomes,critical-illness,curated,15078758,2004,1
ecmo-treatment,improved-survival-discharge,BENEFICIAL,0.72,MEDIUM,"OR 0.46 (0.22-0.97), p=0.036",respiratory-failure,curated,9315812,1997,1
enteral-feeding-epa-gla-antioxidants,improved-oxygenation-reduced-ventilation,BENEFICIAL,0.72,MEDIUM,Significant improvements in PaO2/FiO2 and lower ventilation variables,ards,curated,10470743,1999,1
hydrocortisone-treatment-sepsis-ards,increased-hyperglycemia,HARMFUL,0.72,MEDIUM,"80.6% vs 67.7%, p=0.04",sepsis-associated-ards,curated,27741949,2016,1
infection,increased-risk-arf-mortality,MECHANISM,0.72,HIGH,Independent risk factor,critical-illness,curated,12006450,2002,1
inhaled-nitric-oxide,increased-renal-dysfunction,HARMFUL,0.72,HIGH,RR 1.50 (1.11-2.02),ALI|ARDS,curated,17383982,2007,1
inhaled-sevoflurane,reduced-inflammation-ards,BENEFICIAL,0.72,MEDIUM,Reduced cytokines and sRAGE vs midazolam,ARDS,curated,27611637,2017,1
intensive-insulin-therapy-prevention-mechanical-ventilation-dependence,reduced-prolonged-mechanical-ventilation,BENEFICIAL,0.72,MEDIUM,"46.7% vs 34.6%, p=0.01",critical-illness,curated,17138955,2007,1
morbid-obesity-bmi,increased-ventilator-free-days-ards,BENEFICIAL,0.72,MEDIUM,"MD 2.64 days (0.60-4.67), p=0.01",ARDS,curated,28222804,2017,1
multiple-organ-failure-icu,increased-risk-arf-mortality,MECHANISM,0.72,HIGH,Independent risk factor,critical-illness,curated,12006450,2002,1
nitric-oxide-inhalation,reduced-pulmonary-artery-pressure,BENEFICIAL,0.72,MEDIUM,"Decreased from 25.9 to 21.5 mmHg, p=0.001",COPD,curated,8618485,1996,1
nonfocal-ards-pattern,increased-mortality,HARMFUL,0.72,MEDIUM,"Nonfocal ARDS associated with higher 28-day (31% vs 12%, p=0.038) and 90-day (46% vs 21%, p=0.026) mortality",ards,curated,27018314,2016,1
noninvasive-positive-pressure-ventilation,shorter-ventilation-duration-icu-los,BENEFICIAL,0.72,MEDIUM,"Shorter in noninvasive group, p=0.006 and p=0.002",acute-respiratory-failure,curated,9700176,1998,1
noninvasive-ventilation-niv,improved-pao2-fio2-ratio,BENEFICIAL,0.72,MEDIUM,"60% vs 25%, P=0.03",solid-organ-transplantation|acute-respiratory-failure,curated,10634340,2000,1
noninvasive-ventilation-niv,reduced-fatal-complications,BENEFICIAL,0.72,MEDIUM,"20% vs 50%, P=0.05",solid-organ-transplantation|acute-respiratory-failure,curated,10634340,2000,1
noninvasive-ventilation-niv,reduced-icu-length-of-stay,BENEFICIAL,0.72,MEDIUM,"5.5 vs 9 days, P=0.03",solid-organ-transplantation|acute-respiratory-failure,curated,10634340,2000,1
nppv-after-extubation,no-reduction-reintubation-rate,NULL,0.72,HIGH,RR 1.04 (0.78-1.38),respiratory-distress-after-extubation,curated,12076220,2002,1
pressure-and-volume-limited-ventilation,reduced-mortality-ards,NULL,0.72,HIGH,"RR 1.07 (0.72-1.57), p=0.72",at-high-risk-for-ARDS,curated,9449728,1998,1
pressure-limited-ventilation,reduced-mortality-ards,BENEFICIAL,0.72,MEDIUM,35 ± 20% vs 54 ± 22% on volume-cycled or unspecified,,curated,8814466,1996,1
prone-positioning-ards,no-mortality-benefit-ards,NULL,0.72,HIGH,"RR 0.97 (0.84-1.13), p=0.72",ARDS,curated,19903918,2009,1
prone-positioning-ards,increased-complications,HARMFUL,0.72,HIGH,Significantly higher complication rates in prone group,ARDS,curated,19903918,2009,1
reduced-oxygen-consumption,hypoxia-prevention,MECHANISM,0.72,MEDIUM,"Proposed: Reduces oxygen demand, may facilitate resuscitation and prevent hypoxic injury",febrile-critically-ill|limited-oxygen-delivery,curated,7812538,1995,1
respiratory-system-compliance-optimisation,improved-lung-mechanics-peep,MECHANISM,0.72,MEDIUM,Proposed: PEEP titrated to best Crs recruits optimally,acute-lung-injury,curated,7633703,1995,1
covid-19-critical-illness,ards,ASSOCIATION,0.71,HIGH,71.2% of COVID-19 ICU patients developed ARDS,critically-ill-COVID-19,curated,32410714,2020,1
covid-19-critical-illness,lymphocytopenia,ASSOCIATION,0.71,HIGH,70.8% of COVID-19 ICU patients developed lymphocytopenia,critically-ill-COVID-19,curated,32410714,2020,1
aerosolized-prostacyclin,reduced-shunt-flow,BENEFICIAL,0.7,MEDIUM,Decreased shunt flow from 33.5 to 26.0%,ards,curated,8630585,1996,1
alveolar-collapse-cyclic-reopening,alveolar-injury-perpetuation,MECHANISM,0.7,MEDIUM,"Proposed: Conventional ventilation causes cyclic alveolar collapse and reopening, perpetuating injury",acute-respiratory-distress-syndrome,curated,9449727,1998,1
alveolar-overdistention,alveolar-injury-perpetuation,MECHANISM,0.7,MEDIUM,"Proposed: Conventional ventilation causes alveolar overdistention, perpetuating injury",acute-respiratory-distress-syndrome,curated,9449727,1998,1
alveolar-overdistention-minimization,reduced-pulmonary-and-systemic-cytokine-response,MECHANISM,0.7,MEDIUM,Proposed: Limiting alveolar overdistention reduces ventilation-induced cytokine response,ards,curated,10404912,1999,1
alveolar-recruitment-liquid-ventilation,gravity-induced-alveolar-compression-prevention,MECHANISM,0.7,MEDIUM,Proposed: Prevents gravity-induced atelectasis,ARDS,curated,11897644,2002,1
alveolar-recruitment-pressure-optimization,ventilator-induced-lung-injury-prevention,MECHANISM,0.7,MEDIUM,Proposed: Higher PEEP may recruit more alveoli and reduce VILI,ARDS,curated,15269312,2004,1
ards-mortality-rates-us,increased-1979-1993,TREND,0.7,HIGH,ARDS mortality rates increased from 1979 to 1993,ards-mortality-US-1979-1996,curated,12163776,2002,1
ards-mortality-rates-us,decreased-1993-1996,TREND,0.7,HIGH,ARDS mortality rates decreased from 1993 to 1996,ards-mortality-US-1979-1996,curated,12163776,2002,1
arginine-supplementation,null-effect-mortality-icu-trauma-burn,NULL,0.7,MEDIUM,IMDs with arginine +/- glutamine or FO do not offer advantage over standard enteral formulas,icu|trauma|burn,curated,18626628,2008,1
assisted-coughing-to-clear-airway-mucus,atelectasis-prevention,MECHANISM,0.7,MEDIUM,"Proposed: Assisted coughing clears mucus, preventing atelectasis",respiratory-failure-SMA1,curated,10767247,2000,1
atelectasis,physiotherapy-target,BENEFICIAL,0.7,MEDIUM,Physiotherapy targets atelectasis in critically ill adults,critical-illness,curated,18283429,2008,1
awake-prone-positioning-hfno,no-reduction-intubation-risk,NULL,0.7,MEDIUM,"RR 0.87 (0.53-1.43), p=0.60",COVID-19-acute-respiratory-failure|HFNO-treatment,curated,33023669,2020,1
blunted-epo-response-critical-illness,epo-deficiency-critical-illness-anemia,MECHANISM,0.7,MEDIUM,Proposed: Inappropriately low EPO levels contribute to anemia in critical illness,critical-illness,curated,9069000,1997,1
community-acquired-pneumonia,acute-chest-syndrome,MECHANISM,0.7,MEDIUM,Proposed: Community-acquired pneumonia is an underdiagnosed precipitant,sickle-cell-disease,curated,10861320,2000,1
concave-v-p-curve-recruitment,enhanced-peep-benefit,MECHANISM,0.7,MEDIUM,"Proposed: Concave V-P curve indicates alveolar recruitment, enhancing PEEP benefit",ards,curated,8111581,1994,1
congestive-heart-failure,high-risk-postextubation-respiratory-failure,MECHANISM,0.7,MEDIUM,Proposed risk factor for postextubation respiratory failure,,curated,16276167,2005,1
conservative-or-deresuscitative-fluid-strategy,reduced-icu-length-of-stay,BENEFICIAL,0.7,MEDIUM,Mean diff -1.88 days (-0.12 to -3.64),ARDS|sepsis|SIRS,curated,27734109,2017,1
covid-19-endothelial-dysfunction,covid-19-induced-procoagulant-state,MECHANISM,0.7,MEDIUM,Proposed: COVID-19 causes endothelial injury leading to hypercoagulability,COVID-19,curated,32367170,2020,1
covid-19-infection,decreased-cardiovascular-complications,BENEFICIAL,0.7,MEDIUM,"Less frequent myocardial infarction, atrial fibrillation",COVID-19,curated,33341155,2021,1
cpap-plus-oxygen-therapy,increased-adverse-events,HARMFUL,0.7,HIGH,"18 vs 6 events, p=0.01",acute-hypoxemic-nonhypercapnic-respiratory-insufficiency,curated,11066186,2000,1
critical-illness-insults,delirium-pathophysiology,MECHANISM,0.7,MEDIUM,Proposed: Numerous interconnected insults contribute to delirium,critical-illness,curated,29508705,2018,1
cumulative-positive-fluid-balance,increased-mortality-sepsis,HARMFUL,0.7,MEDIUM,RR 1.66 (1.39-1.98),sepsis,curated,33009098,2020,1
daily-screening-of-patients,spontaneous-breathing-trials-consideration,BENEFICIAL,0.7,MEDIUM,"Patients passing screening more often had SBTs considered, p<0.001",respiratory-failure|weaning,curated,9927355,1999,1
days-breathing-without-assistance,1-year-mortality,ASSOCIATION,0.7,4,Outcome,,curated,18191684,2008,1
deconditioning,physiotherapy-target,BENEFICIAL,0.7,MEDIUM,Physiotherapy targets deconditioning in critically ill adults,critical-illness,curated,18283429,2008,1
decreasing-hospital-acquired-ards,reduced-ards-incidence,MECHANISM,0.7,MEDIUM,"Hospital-acquired ARDS decreased, p<0.001",suburban-community,curated,20693377,2011,1
delirium-pathophysiology,long-term-cognitive-impairment,MECHANISM,0.7,MEDIUM,Proposed: Delirium insults may individually contribute to long-term cognitive dysfunction,critical-illness,curated,29508705,2018,1
dependent-lung-atelectasis-suctioning,reduced-alveolar-derecruitment-suctioning,MECHANISM,0.7,MEDIUM,Proposed: Ventilator disconnection causes obligatory derecruitment,acute-lung-injury,curated,12615633,2003,1
depression-anxiety-post-ards,normal-emotional-function-post-ards,BENEFICIAL,0.7,MEDIUM,Patients did not have significant depression or anxiety symptoms,post-ARDS,curated,12493646,2003,1
diaphragm-ultrasonography,predict-weaning-extubation-success,BENEFICIAL,0.7,MEDIUM,Can predict weaning and extubation success/failure based on diaphragm excursion and thickening,mechanical-ventilation|weaning,curated,27620292,2017,1
early-activity-mobilization-respiratory-icu,increased-ambulation,BENEFICIAL,0.7,MEDIUM,"3-fold increase in ambulation, p<.0001",respiratory-failure|prolonged-mechanical-ventilation,curated,18379236,2008,1
early-pac-use,no-effect-on-mortality-ards-shock,NULL,0.7,HIGH,"RR 0.97 (0.86-1.10), p=0.67",ARDS|shock,curated,14645314,2003,1
ecco2r-co2-removal,ultra-protective-ventilation-parameters,MECHANISM,0.7,MEDIUM,"Proposed: ECCO2R enables ultra-low Vt, Pplat",moderate-ards,curated,30790030,2019,1
education-program-vap-prevention,reduced-vap-rate,BENEFICIAL,0.7,MEDIUM,"57.6% decrease in VAP rate, p<0.001",intensive-care-unit,curated,12441746,2002,1
expiratory-muscle-recruitment,weaning-failure-prevention,MECHANISM,0.7,MEDIUM,Greater recruitment of expiratory muscles in weaning failure patients,weaning-from-mechanical-ventilation,curated,12411288,2003,1
extracorporeal-membrane-oxygenation-ecmo,reduced-in-hospital-mortality-h1n1-ards,BENEFICIAL,0.7,MEDIUM,Pooled in-hospital mortality 28% (95% CI 18-37%),acute-lung-injury-H1N1-influenza,curated,23406535,2013,1
extrapulmonary-organ-dysfunction-ecmo-initiation,increased-mortality-ecmo,HARMFUL,0.7,MEDIUM,"Predictors of mortality: hospital LOS before ECMO, bilirubin, creatinine, hematocrit, MAP",ARDS-ECMO,curated,23160769,2013,1
extrinsic-peep-titration-optimal,inefficient-inspiratory-efforts-reduction,MECHANISM,0.7,MEDIUM,Applying PEEP=0.75*PEEPi reduced inefficient inspiratory efforts (p<0.05),copd-acute-respiratory-failure,curated,8636518,1995,1
fat-embolism,acute-chest-syndrome,MECHANISM,0.7,MEDIUM,Proposed: Fat embolism is an underdiagnosed precipitant,sickle-cell-disease,curated,10861320,2000,1
gm-csf-therapy,preserved-systemic-neutrophil-function,MECHANISM,0.7,MEDIUM,"Increased peripheral blood neutrophils, p=0.08",severe-sepsis-respiratory-dysfunction,curated,12119223,2002,1
gravity-induced-alveolar-compression,cephalocaudal-gradient-aeration,MECHANISM,0.7,MEDIUM,Observational: Gravity causes ventral-dorsal atelectasis gradient,acute-lung-injury,curated,9817720,1998,1
hfnc-oxygen-therapy,improved-respiratory-parameters,BENEFICIAL,0.7,MEDIUM,"Significant improvements in RR, SpO2, PaO2, PaCO2",acute-respiratory-failure,curated,21958974,2012,1
hypercapnia,high-risk-postextubation-respiratory-failure,MECHANISM,0.7,MEDIUM,Proposed risk factor for postextubation respiratory failure,,curated,16276167,2005,1
hypercapnic-acidosis,ventilator-associated-lung-injury,MECHANISM,0.7,MEDIUM,Proposed: Protective against VALI in 12 mL/kg group,12mL-kg-tidal-volume,curated,16374149,2006,1
hyperoxia-mechanical-ventilation,increased-28d-mortality-septic-shock,HARMFUL,0.7,MEDIUM,"HR 1.27 (0.94-1.72), p=0.12",septic-shock,curated,28219612,2017,1
icu-admission,longer-survival,BENEFICIAL,0.7,MEDIUM,15.9 days in ICU group vs 12.5 days in non-ICU group (p=0.044),COVID-19-pneumonia,curated,32255382,2020,1
immune-modulating-diets-imds,reduced-nosocomial-infections,BENEFICIAL,0.7,MEDIUM,"OR 0.63, 95% CI 0.47-0.86, P=0.004",critically-ill-patients,curated,18626628,2008,1
impaired-airway-clearance,physiotherapy-target,BENEFICIAL,0.7,MEDIUM,Physiotherapy targets impaired airway clearance in critically ill adults,critical-illness,curated,18283429,2008,1
inappropriate-neutrophil-adhesion-migration,ards-lung-injury,MECHANISM,0.7,MEDIUM,"Proposed: Proinflammatory cytokine-primed neutrophils cause inappropriate adhesion and transendothelial migration, contributing to ARDS lung injury",ards,curated,8810592,1996,1
increased-peep-ards,improved-ards-outcomes,BENEFICIAL,0.7,MEDIUM,"Increased PEEP from 7.7 to 8.7 cmH2O in ARDS, p=0.02",ards,curated,17962636,2008,1
ineffective-cough-excessive-secretions,high-risk-postextubation-respiratory-failure,MECHANISM,0.7,MEDIUM,Proposed risk factor for postextubation respiratory failure,,curated,16276167,2005,1
infection,acute-chest-syndrome,MECHANISM,0.7,MEDIUM,Proposed: Infection is an underdiagnosed precipitant,sickle-cell-disease,curated,10861320,2000,1
inflammatory-cytokine-signaling,ards-severity,MECHANISM,0.7,MEDIUM,Proposed: Inflammatory cytokines (IL-1beta) associated with worse ARDS,ards,curated,8810593,1996,1
inhaled-nitric-oxide,reduced-shunt-flow,BENEFICIAL,0.7,MEDIUM,Decreased shunt flow from 33.1 to 26.6%,ards,curated,8630585,1996,1
inhaled-nitric-oxide,improved-oxygenation-ards,BENEFICIAL,0.7,MEDIUM,Increased PaO2/FiO2 >=10 mmHg in 83% of patients,severe-ards,curated,7705124,1995,1
inhaled-nitric-oxide,reduced-ventilation-perfusion-mismatch-ards,MECHANISM,0.7,MEDIUM,Reduced venous admixture (QVA/QT) >=10% in 87% of patients,severe-ards,curated,7705124,1995,1
inhaled-nitric-oxide-ino,no-change-in-sustained-fio2-decrease-72h,NULL,0.7,MEDIUM,No difference in likelihood of FiO2 decrease >=0.15 at 72h,acute-respiratory-distress-syndrome,curated,9603111,1998,1
intubation-avoidance,physiotherapy-target,BENEFICIAL,0.7,MEDIUM,Physiotherapy targets intubation avoidance in critically ill adults,critical-illness,curated,18283429,2008,1
low-evlw,improved-ards-survival,BENEFICIAL,0.7,MEDIUM,4/15 ARDS with low EVLW had 100% 28-day survival vs 36% with high EVLW,ards,curated,15774053,2005,1
low-respiratory-system-compliance-crs,increased-mortality-ards,BENEFICIAL,0.7,MEDIUM,"HR 0.985 (0.972-0.998), P=0.029",low-tidal-volume-ventilation,curated,27894328,2016,1
low-vt-extracorporeal-co2-removal-ards,reduced-vili-ards,MECHANISM,0.7,MEDIUM,Proposed: Very low Vt + ECCO2R reduces VILI vs conventional LPV,severe-ARDS,curated,23306584,2013,1
lung-compliance-optimization,ventilator-induced-lung-injury-prevention,MECHANISM,0.7,MEDIUM,Proposed: Higher PEEP may improve respiratory system compliance,ARDS,curated,15269312,2004,1
lung-inflammation-ards,persistent-inflammation-ards,MECHANISM,0.7,MEDIUM,Proposed: Persistent inflammatory cytokine signaling in ARDS lungs,ards,curated,8810593,1996,1
lung-protective-ventilation-strategy,reduced-pulmonary-and-systemic-cytokine-response,BENEFICIAL,0.7,MEDIUM,P<0.05 for pulmonary and systemic cytokines,ards,curated,10404912,1999,1
mechanical-ventilation-outcomes,copd-exacerbation-mortality,BENEFICIAL,0.7,MEDIUM,22% mortality in COPD exacerbation patients,copd-exacerbation,curated,11790214,2002,1
nippv-for-sars-arf,avoided-intubation-sars-arf,BENEFICIAL,0.7,HIGH,"70% avoided intubation, p<0.001",sars,curated,15364765,2004,1
nippv-for-sars-arf,shorter-icu-stay-sars-arf,BENEFICIAL,0.7,HIGH,"3.1 vs 21.3 days, p<0.001",sars,curated,15364765,2004,1
nippv-for-sars-arf,lower-cxr-score-sars-arf,BENEFICIAL,0.7,HIGH,"15.1 vs 22.5, p=0.005",sars,curated,15364765,2004,1
niv-success,reduced-nosocomial-pneumonia,BENEFICIAL,0.7,MEDIUM,Less common in patients successful with NIV,,curated,17019559,2006,1
no-preload-reserve,no-change-cardiac-index-with-prone,NULL,0.7,HIGH,No change in cardiac index in patients without preload reserve,acute-respiratory-distress-syndrome,curated,24102072,2013,1
noninvasive-positive-pressure-ventilation-nppv,reduced-intubation-and-mechanical-ventilation,BENEFICIAL,0.7,MEDIUM,1 patient required intubation in NPPV group vs 6 in standard therapy,hypercapnic-acute-respiratory-failure,curated,9872200,1998,1
noninvasive-positive-pressure-ventilation-nppv,reduced-rehospitalization-1y-copd,BENEFICIAL,0.7,HIGH,65% vs 100% rehospitalization rate at 1 year,COPD|acute-respiratory-failure,curated,12447511,2002,1
noninvasive-positive-pressure-ventilation-nppv,reduced-new-oxygen-requirement-1y-copd,BENEFICIAL,0.7,HIGH,0% vs 36% new oxygen requirement at 1 year,COPD|acute-respiratory-failure,curated,12447511,2002,1
noninvasive-ventilation-with-peep,gas-exchange-support,MECHANISM,0.7,MEDIUM,Proposed: NIPPV with PEEP supports gas exchange after extubation,respiratory-failure-SMA1,curated,10767247,2000,1
old-age-70y,prolonged-mechanical-ventilation,HARMFUL,0.7,MEDIUM,"Median 19 days vs 10 days, p<0.001",critical-care|acute-lung-injury-ARDS,curated,11777361,2002,1
optimal-alveolar-recruitment-pressure,reduced-barotrauma-ards,MECHANISM,0.7,MEDIUM,Proposed: Maintaining Pplat <35 cmH2O may prevent barotrauma,ards,curated,11967593,2002,1
optoelectronic-plethysmography,spirometry-pneumotachography-correlation,MECHANISM,0.7,HIGH,Discrepancy <5% compared to standard methods,intensive-care|ALI-ARDS,curated,10806152,2000,1
permissive-hypercapnia,reduced-mortality-ards,MECHANISM,0.7,MEDIUM,Proposed: Allowing hypercapnia reduces ventilator-induced lung injury,,curated,9847275,1998,1
pharmacologic-interventions-ineffective-ards,no-benefit-ards-treatments,HARMFUL,0.7,MEDIUM,"Pharmacologic therapies (β2 agonists, statins, KGF) did not benefit ARDS and showed possible harm",ards,curated,29466596,2018,1
physical-function-limitation-post-ards,decreased-quality-of-life-physical-function,ASSOCIATION,0.7,MEDIUM,Observed physical limitations correlated with decreased QoL domains,post-ARDS,curated,12493646,2003,1
plateau-pressures-not-exceeding-40-cm-h2o,reduced-barotrauma-ards,BENEFICIAL,0.7,MEDIUM,"11.2% vs 9.1%, P=0.33",acute-lung-injury|acute-respiratory-distress-syndrome,curated,18270352,2008,1
postoperative-lung-injury,increased-in-hospital-mortality,HARMFUL,0.7,HIGH,"Patients with postoperative lung injury had higher in-hospital mortality (20.3% vs 1.4%, p<0.0001)",postoperative-period,curated,25466352,2014,1
preload-reserve,increased-cardiac-index-with-prone,BENEFICIAL,0.7,HIGH,Increased cardiac index in patients with preload reserve,acute-respiratory-distress-syndrome,curated,24102072,2013,1
pressure-support-ventilation-spontaneous-breathing-trial,successful-extubation-48h,NULL,0.7,MEDIUM,"63% vs 70%, p=0.14",respiratory-failure|weaning-from-mechanical-ventilation,curated,9279224,1997,1
prolonged-low-to-moderate-dose-corticosteroids,improved-ventilation-free-days,BENEFICIAL,0.7,MEDIUM,Improved ventilation-free days,acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-low-to-moderate-dose-corticosteroids,reduced-icu-stay,BENEFICIAL,0.7,MEDIUM,Reduced ICU stay,acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-low-to-moderate-dose-corticosteroids,improved-mods-score,BENEFICIAL,0.7,MEDIUM,Improved MODS score,acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-low-to-moderate-dose-corticosteroids,improved-lung-injury-score,BENEFICIAL,0.7,MEDIUM,Improved Lung Injury Scores,acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-low-to-moderate-dose-corticosteroids,improved-pao2-fio2-ratio,BENEFICIAL,0.7,MEDIUM,Improved PaO2/FiO2 ratio,acute-lung-injury|acute-respiratory-distress-syndrome,curated,19325471,2009,1
prolonged-mechanical-ventilation,icuaw,MECHANISM,0.7,MEDIUM,Proposed: Prolonged mechanical ventilation is associated with ICUAW,critical-illness,curated,25496103,2014,1
prolonged-mechanical-ventilation,high-1-year-mortality,ASSOCIATION,0.7,MEDIUM,59% (95% CI 56-62%) 1-year mortality,critically-ill-patients,curated,26003390,2015,1
prone-positioning,increased-ratio-pao2-fio2,BENEFICIAL,0.7,HIGH,Increased ratio of arterial oxygen partial pressure over inspired oxygen fraction,acute-respiratory-distress-syndrome,curated,24102072,2013,1
prone-positioning,increased-intra-abdominal-pressure,BENEFICIAL,0.7,HIGH,Increased intra-abdominal pressure,acute-respiratory-distress-syndrome,curated,24102072,2013,1
prone-positioning,increased-cardiac-preload,MECHANISM,0.7,HIGH,Increased right and left cardiac preload,acute-respiratory-distress-syndrome,curated,24102072,2013,1
